,location,total_sqft,bath,price,bhk
3726,Koramangala,1320.0,2.0,160.0,2
3727,Koramangala,1710.0,3.0,210.0,3
3728,Koramangala,1355.0,2.0,95.0,2
3729,Koramangala,1600.0,3.0,170.0,3
3730,Koramangala,1260.0,2.0,100.0,2
3731,Kothannur,1206.0,2.0,48.23,2
3732,Kothannur,1100.0,2.0,40.0,2
3733,Kothannur,1197.0,2.0,47.88,2
3734,Kothannur,1197.0,2.0,47.8,2
3735,Kothannur,1070.0,2.0,42.79,2
3736,Kothannur,1070.0,2.0,38.6,2
3737,Kothannur,1485.0,2.0,59.4,3
3738,Kothannur,1215.0,2.0,48.6,3
3739,Kothannur,1404.0,2.0,56.15,3
3740,Kothanur,1200.0,2.0,51.0,2
3741,Kothanur,2400.0,2.0,150.0,3
3742,Kothanur,1828.0,3.0,110.0,3
3743,Kothanur,1186.0,2.0,58.0,2
3744,Kothanur,1847.0,3.0,105.0,3
3745,Kothanur,9600.0,5.0,550.0,5
3746,Kothanur,1435.0,3.0,70.0,3
3747,Kothanur,1187.0,2.0,58.0,2
3748,Kothanur,1847.0,3.0,110.0,3
3749,Kothanur,1460.0,3.0,71.0,3
3750,Kothanur,1185.0,2.0,59.0,2
3751,Kothanur,1436.0,3.0,70.0,3
3752,Kothanur,1462.0,3.0,71.0,3
3753,Kothanur,1790.0,3.0,105.0,3
3754,Kothanur,1070.0,2.0,45.5,2
3755,Kothanur,1145.0,2.0,56.0,2
3756,Kothanur,3401.0,5.0,230.0,4
3757,Kothanur,1455.0,2.0,69.0,2
3758,Kothanur,627.0,1.0,30.0,1
3759,Kothanur,1302.0,2.0,68.5,2
3760,Kothanur,1760.0,3.0,111.0,3
3761,Kothanur,1185.0,2.0,58.0,2
3762,Kothanur,1500.0,1.0,75.0,1
3763,Kothanur,1075.0,2.0,53.0,2
3764,Kothanur,1790.0,3.0,97.0,3
3765,Kothanur,2700.0,4.0,175.0,4
3766,Kothanur,1786.0,2.0,106.0,3
3767,Kothanur,1787.0,3.0,107.0,3
3768,Kothanur,1141.0,2.0,54.0,2
3769,Kothanur,1760.0,3.0,110.0,3
3770,Kothanur,1160.0,2.0,57.0,2
3771,Kothanur,1095.0,2.0,55.0,2
3772,Kothanur,1142.0,2.0,56.0,2
3773,Kothanur,1074.0,2.0,54.0,2
3774,Kothanur,1285.0,2.0,60.0,2
3775,Kothanur,1075.0,2.0,53.0,2
3776,Kothanur,1140.0,2.0,56.0,2
3777,Kothanur,1400.0,2.0,70.0,2
3778,Kothanur,1140.0,2.0,56.0,2
3779,Kothanur,1787.0,3.0,120.0,3
3780,Kothanur,1185.0,2.0,59.0,2
3781,Kothanur,1790.0,3.0,105.0,3
3782,Kothanur,1130.0,2.0,55.0,2
3783,Kothanur,1094.0,2.0,54.0,2
3784,Kothanur,1170.0,3.0,80.0,3
3785,Kothanur,1400.0,2.0,65.0,2
3786,Kothanur,1195.0,2.0,59.0,2
3787,Kothanur,1790.0,3.0,120.0,3
3788,Kothanur,1454.0,3.0,71.5,3
3789,Kudlu,1152.0,2.0,53.5,2
3790,Kudlu,1027.0,2.0,43.0,2
3791,Kudlu,1092.0,2.0,44.0,2
3792,Kudlu,1027.0,2.0,43.0,2
3793,Kudlu,1092.0,2.0,44.0,2
3794,Kudlu,1143.0,2.0,55.0,2
3795,Kudlu,1024.0,2.0,44.0,2
3796,Kudlu,1600.0,3.0,79.0,3
3797,Kudlu,1027.0,2.0,42.0,2
3798,Kudlu,1076.0,2.0,50.0,2
3799,Kudlu,1027.0,2.0,44.0,2
3800,Kudlu,1084.0,2.0,53.0,2
3801,Kudlu,1300.0,2.0,56.0,2
3802,Kudlu,1027.0,2.0,44.0,2
3803,Kudlu,1245.0,2.0,60.0,3
3804,Kudlu,1027.0,2.0,44.0,2
3805,Kudlu,1110.0,2.0,46.0,2
3806,Kudlu,2100.0,3.0,114.0,4
3807,Kudlu,1027.0,2.0,44.0,2
3808,Kudlu,720.0,1.0,33.0,1
3809,Kudlu,1027.0,2.0,44.0,2
3810,Kudlu,1162.0,2.0,52.0,2
3811,Kudlu,1041.0,2.0,53.0,2
3812,Kudlu Gate,1535.0,3.0,83.0,3
3813,Kudlu Gate,1535.0,3.0,85.0,3
3814,Kudlu Gate,1535.0,3.0,86.0,3
3815,Kudlu Gate,1564.0,2.0,92.0,3
3816,Kudlu Gate,1238.0,2.0,55.0,2
3817,Kudlu Gate,1707.0,2.0,99.745,3
3818,Kudlu Gate,1335.0,3.0,89.0,3
3819,Kudlu Gate,703.0,1.0,52.0,1
3820,Kudlu Gate,1535.0,3.0,86.0,3
3821,Kudlu Gate,1532.0,3.0,83.0,3
3822,Kudlu Gate,1113.0,2.0,50.0,2
3823,Kudlu Gate,1185.0,2.0,50.0,2
3824,Kudlu Gate,1215.0,2.0,45.0,2
3825,Kudlu Gate,812.0,2.0,38.25,2
3826,Kudlu Gate,1547.0,2.0,103.0,2
3827,Kudlu Gate,1336.0,2.0,86.0,2
3828,Kudlu Gate,1919.0,3.0,121.0,3
3829,Kudlu Gate,1464.0,3.0,56.0,2
3830,Kudlu Gate,1535.0,3.0,85.0,3
3831,Kudlu Gate,1850.0,3.0,120.0,3
3832,Kudlu Gate,940.0,2.0,69.57,2
3833,Kudlu Gate,1215.0,2.0,44.96,2
3834,Kudlu Gate,1164.0,2.0,75.0,2
3835,Kudlu Gate,3850.0,6.0,205.0,4
3836,Kudlu Gate,1183.0,2.0,79.54,2
3837,Kudlu Gate,1850.0,3.0,110.0,3
3838,Kudlu Gate,1183.0,2.0,79.54,2
3839,Kudlu Gate,1200.0,2.0,44.4,2
3840,Kudlu Gate,1310.0,2.0,53.0,2
3841,Kumaraswami Layout,2000.0,4.0,139.0,4
3842,Kumaraswami Layout,1000.0,2.0,48.5,2
3843,Kumaraswami Layout,1000.0,2.0,58.0,2
3844,Kumaraswami Layout,2400.0,7.0,125.0,7
3845,Kumaraswami Layout,2400.0,2.0,125.0,3
3846,Kumaraswami Layout,1310.0,2.0,70.0,3
3847,Kumaraswami Layout,850.0,1.0,78.0,1
3848,Kumaraswami Layout,3200.0,7.0,150.0,7
3849,Kumaraswami Layout,1310.0,2.0,85.0,3
3850,Kumaraswami Layout,2450.0,3.0,110.0,4
3851,Kumaraswami Layout,3100.0,7.0,145.0,7
3852,Kumaraswami Layout,1200.0,3.0,75.0,3
3853,Kumaraswami Layout,1081.0,2.0,60.0,2
3854,Kundalahalli,1724.0,3.0,125.0,3
3855,Kundalahalli,1030.0,2.0,49.0,2
3856,Kundalahalli,735.0,2.0,57.99,2
3857,Kundalahalli,1047.0,2.0,82.0,2
3858,Kundalahalli,1397.0,3.0,105.0,3
3859,Kundalahalli,1724.0,3.0,127.0,3
3860,Kundalahalli,1010.0,2.0,49.27,2
3861,Kundalahalli,1397.0,3.0,110.0,3
3862,Kundalahalli,1397.0,3.0,104.0,3
3863,Kundalahalli,1397.0,3.0,108.0,3
3864,Kundalahalli,1920.0,3.0,150.0,3
3865,Kundalahalli,1397.0,3.0,105.0,3
3866,Kundalahalli,1724.0,3.0,124.0,3
3867,Kundalahalli,1047.0,2.0,84.0,2
3868,Kundalahalli,1047.0,2.0,83.0,2
3869,Kundalahalli,7000.0,4.0,550.0,4
3870,Kundalahalli,1120.0,2.0,53.76,2
3871,Kundalahalli,1047.0,2.0,82.62,2
3872,Kundalahalli,1047.0,2.0,91.0,2
3873,Kundalahalli,1724.0,3.0,146.0,3
3874,Kundalahalli,1600.0,3.0,170.0,3
3875,Kundalahalli,1724.0,3.0,125.0,3
3876,Kundalahalli,1010.0,2.0,48.27,2
3877,Kundalahalli,1047.0,2.0,89.0,2
3878,Kundalahalli,2500.0,5.0,245.0,4
3879,Kundalahalli,1397.0,3.0,105.0,3
3880,Kundalahalli,1047.0,2.0,72.0,2
3881,Kundalahalli,1260.0,2.0,58.0,2
3882,Kundalahalli,3092.0,4.0,230.0,4
3883,Kundalahalli,1065.0,2.0,70.0,2
3884,Kundalahalli,1724.0,3.0,146.0,3
3885,Kundalahalli,1047.0,2.0,91.0,2
3886,Kundalahalli,1724.0,3.0,128.0,3
3887,Kundalahalli,1315.0,2.0,74.0,2
3888,Kundalahalli,2100.0,3.0,150.0,3
3889,Kundalahalli,1724.0,3.0,125.0,3
3890,Kundalahalli,1724.0,3.0,140.0,3
3891,Kundalahalli,1175.0,2.0,65.0,2
3892,LB Shastri Nagar,1043.0,2.0,55.0,2
3893,LB Shastri Nagar,1184.0,2.0,69.0,2
3894,LB Shastri Nagar,665.0,1.0,32.0,1
3895,LB Shastri Nagar,1250.0,2.0,48.5,2
3896,LB Shastri Nagar,1400.0,2.0,80.0,3
3897,LB Shastri Nagar,1184.0,2.0,62.0,2
3898,LB Shastri Nagar,1200.0,2.0,47.0,2
3899,LB Shastri Nagar,1200.0,2.0,75.0,2
3900,LB Shastri Nagar,1000.0,2.0,49.5,2
3901,Laggere,2800.0,5.0,125.0,5
3902,Laggere,1200.0,3.0,130.0,3
3903,Laggere,1200.0,1.0,125.0,1
3904,Laggere,1200.0,2.0,75.0,2
3905,Laggere,620.0,2.0,48.0,1
3906,Lakshminarayana Pura,1185.0,2.0,75.0,2
3907,Lakshminarayana Pura,1600.0,2.0,108.0,3
3908,Lakshminarayana Pura,1180.0,2.0,75.0,2
3909,Lakshminarayana Pura,1172.0,2.0,82.0,2
3910,Lakshminarayana Pura,1179.0,2.0,75.0,2
3911,Lakshminarayana Pura,1149.0,2.0,75.0,2
3912,Lakshminarayana Pura,1336.0,2.0,100.0,2
3913,Lakshminarayana Pura,1175.0,2.0,75.0,2
3914,Lakshminarayana Pura,1190.0,2.0,75.0,2
3915,Lakshminarayana Pura,1200.0,2.0,75.0,2
3916,Lakshminarayana Pura,1200.0,2.0,75.0,2
3917,Lakshminarayana Pura,1165.0,2.0,75.0,2
3918,Lakshminarayana Pura,1145.0,2.0,75.0,2
3919,Lakshminarayana Pura,1500.0,3.0,104.0,3
3920,Lakshminarayana Pura,1210.0,2.0,75.0,2
3921,Lakshminarayana Pura,1169.0,2.0,75.0,2
3922,Lakshminarayana Pura,1200.0,2.0,75.0,2
3923,Lakshminarayana Pura,1172.0,2.0,75.0,2
3924,Lakshminarayana Pura,1172.0,2.0,75.0,2
3925,Lakshminarayana Pura,1180.0,2.0,75.0,2
3926,Lakshminarayana Pura,1200.0,2.0,83.0,2
3927,Lakshminarayana Pura,1200.0,2.0,80.0,2
3928,Lakshminarayana Pura,1195.0,2.0,75.0,2
3929,Lakshminarayana Pura,1200.0,2.0,80.0,2
3930,Lingadheeranahalli,1521.0,3.0,95.0,3
3931,Lingadheeranahalli,1511.0,3.0,95.0,3
3932,Lingadheeranahalli,1683.0,3.0,109.0,3
3933,Lingadheeranahalli,1519.0,3.0,93.0,3
3934,Lingadheeranahalli,1521.0,3.0,94.99,3
3935,Lingadheeranahalli,1682.0,3.0,120.0,3
3936,Lingadheeranahalli,1521.0,3.0,94.71,3
3937,Lingadheeranahalli,1893.0,3.0,130.0,3
3938,Lingadheeranahalli,1705.0,3.0,110.0,3
3939,Lingadheeranahalli,2245.0,4.0,154.0,4
3940,Lingadheeranahalli,1682.0,3.0,113.0,3
3941,Lingadheeranahalli,1682.0,3.0,114.0,3
3942,Lingadheeranahalli,1506.0,3.0,95.0,3
3943,Lingadheeranahalli,1683.0,3.0,110.0,3
3944,Lingadheeranahalli,1684.0,3.0,120.0,3
3945,Lingadheeranahalli,2236.0,4.0,153.0,4
3946,Lingadheeranahalli,1894.0,4.0,114.0,3
3947,Lingadheeranahalli,2240.0,4.0,160.0,4
3948,Magadi Road,3600.0,6.0,141.0,6
3949,Magadi Road,1116.0,2.0,50.0,2
3950,Magadi Road,884.0,2.0,41.1,2
3951,Magadi Road,1005.0,2.0,55.78,2
3952,Magadi Road,1000.0,2.0,46.5,2
3953,Magadi Road,1500.0,2.0,93.0,4
3954,Magadi Road,1345.0,2.0,55.0,2
3955,Magadi Road,5000.0,6.0,360.0,5
3956,Magadi Road,1116.0,2.0,51.89,2
3957,Magadi Road,1052.0,2.0,60.0,3
3958,Magadi Road,940.0,2.0,50.0,2
3959,Magadi Road,1318.0,2.0,68.0,3
3960,Magadi Road,884.0,2.0,48.0,2
3961,Mahadevpura,1150.0,2.0,52.0,2
3962,Mahadevpura,1250.0,2.0,52.0,2
3963,Mahadevpura,1260.0,2.0,57.6,2
3964,Mahadevpura,730.0,1.0,35.0,1
3965,Mahadevpura,1434.0,2.0,67.39,3
3966,Mahadevpura,1146.0,2.0,53.8,2
3967,Mahadevpura,1532.0,2.0,62.0,2
3968,Mahadevpura,1620.0,2.0,76.0,3
3969,Mahadevpura,1136.0,2.0,64.5,2
3970,Mahadevpura,1400.0,2.0,65.8,3
3971,Mahadevpura,1137.0,2.0,53.4,2
3972,Mahadevpura,1601.0,3.0,95.0,3
3973,Mahadevpura,1450.0,3.0,75.0,3
3974,Mahadevpura,1152.0,2.0,54.0,2
3975,Mahadevpura,1212.0,2.0,56.9,2
3976,Mahadevpura,1505.0,3.0,78.0,3
3977,Mahadevpura,1500.0,2.0,70.0,3
3978,Mahadevpura,1236.0,2.0,58.0,2
3979,Mahadevpura,1236.0,2.0,58.0,2
3980,Mahadevpura,1120.0,2.0,53.0,2
3981,Mahalakshmi Layout,1575.0,5.0,158.0,4
3982,Mahalakshmi Layout,1105.0,2.0,80.0,2
3983,Mahalakshmi Layout,1200.0,3.0,160.0,4
3984,Mahalakshmi Layout,1200.0,2.0,110.0,3
3985,Mahalakshmi Layout,1876.0,3.0,150.0,3
3986,Mallasandra,1665.0,3.0,95.0,3
3987,Mallasandra,1665.0,3.0,86.58,3
3988,Mallasandra,1340.0,2.0,61.0,2
3989,Mallasandra,1325.0,2.0,70.0,2
3990,Mallasandra,1665.0,3.0,86.91,3
3991,Mallasandra,1325.0,2.0,70.0,2
3992,Mallasandra,905.0,2.0,40.0,2
3993,Mallasandra,1325.0,2.0,65.0,2
3994,Mallasandra,1325.0,2.0,73.0,2
3995,Mallasandra,1565.0,2.0,69.0,2
3996,Mallasandra,905.0,2.0,35.0,2
3997,Mallasandra,1100.0,2.0,76.3,3
3998,Malleshpalya,1140.0,2.0,46.5,2
3999,Malleshpalya,1225.0,2.0,46.86,2
4000,Malleshpalya,1052.0,2.0,50.0,2
4001,Malleshpalya,1405.0,2.0,77.0,3
4002,Malleshpalya,1065.0,2.0,50.0,2
4003,Malleshpalya,1210.0,2.0,55.0,2
4004,Malleshpalya,1060.0,2.0,40.0,2
4005,Malleshpalya,1430.0,2.0,69.5,3
4006,Malleshpalya,1421.0,2.0,90.0,2
4007,Malleshpalya,1245.0,2.0,55.0,2
4008,Malleshpalya,1200.0,2.0,46.0,2
4009,Malleshpalya,1225.0,2.0,52.0,2
4010,Malleshwaram,705.0,1.0,67.0,1
4011,Malleshwaram,12000.0,7.0,2200.0,7
4012,Malleshwaram,2500.0,5.0,325.0,4
4013,Malleshwaram,2006.0,3.0,297.0,3
4014,Malleshwaram,686.0,1.0,62.5,1
4015,Malleshwaram,2475.0,4.0,332.0,3
4016,Malleshwaram,2610.0,3.0,399.0,3
4017,Malleshwaram,2475.0,4.0,320.0,3
4018,Malleshwaram,900.0,2.0,95.0,2
4019,Malleshwaram,1420.0,2.0,158.0,2
4020,Malleshwaram,2000.0,3.0,250.0,3
4021,Malleshwaram,2215.0,3.0,275.0,3
4022,Malleshwaram,2475.0,4.0,300.0,3
4023,Malleshwaram,2345.0,2.0,293.0,3
4024,Malleshwaram,2215.0,4.0,310.0,3
4025,Malleshwaram,480.0,1.0,60.0,1
4026,Malleshwaram,1290.0,2.0,120.0,2
4027,Malleshwaram,2475.0,4.0,326.0,3
4028,Malleshwaram,2476.0,3.0,337.0,3
4029,Malleshwaram,900.0,2.0,90.0,2
4030,Malleshwaram,2050.0,4.0,270.0,3
4031,Malleshwaram,900.0,2.0,72.0,2
4032,Malleshwaram,620.0,1.0,86.8,1
4033,Malleshwaram,600.0,1.0,68.0,2
4034,Malleshwaram,2475.0,4.0,337.0,3
4035,Malleshwaram,2215.0,3.0,275.0,3
4036,Malleshwaram,2215.0,3.0,330.0,3
4037,Malleshwaram,1020.0,2.0,80.0,2
4038,Malleshwaram,600.0,1.0,90.0,2
4039,Malleshwaram,2200.0,3.0,275.0,3
4040,Malleshwaram,2475.0,4.0,326.0,3
4041,Malleshwaram,1500.0,2.0,140.0,2
4042,Malleshwaram,2475.0,4.0,340.0,3
4043,Malleshwaram,1400.0,2.0,190.0,2
4044,Malleshwaram,2475.0,4.0,300.0,3
4045,Malleshwaram,2400.0,3.0,380.0,3
4046,Malleshwaram,580.0,1.0,45.0,1
4047,Malleshwaram,1410.0,2.0,125.0,2
4048,Marathahalli,1220.0,2.0,57.0,2
4049,Marathahalli,1200.0,2.0,52.0,2
4050,Marathahalli,1200.0,2.0,60.0,2
4051,Marathahalli,1933.0,3.0,140.0,3
4052,Marathahalli,950.0,2.0,46.96,2
4053,Marathahalli,1230.0,2.0,80.0,2
4054,Marathahalli,3800.0,4.0,250.0,4
4055,Marathahalli,1019.0,2.0,49.85,2
4056,Marathahalli,1215.0,2.0,67.0,2
4057,Marathahalli,2181.0,3.0,152.0,4
4058,Marathahalli,1170.0,2.0,53.0,2
4059,Marathahalli,1019.0,2.0,49.86,2
4060,Marathahalli,1325.0,2.0,71.55,2
4061,Marathahalli,1220.0,2.0,56.5,2
4062,Marathahalli,1152.0,2.0,56.0,2
4063,Marathahalli,1610.0,3.0,90.0,3
4064,Marathahalli,1146.0,2.0,70.0,2
4065,Marathahalli,1469.0,3.0,89.0,3
4066,Marathahalli,2519.0,5.0,185.0,4
4067,Marathahalli,957.0,2.0,46.9,2
4068,Marathahalli,1583.0,3.0,105.0,3
4069,Marathahalli,2524.0,5.0,190.0,4
4070,Marathahalli,1071.0,2.0,52.25,2
4071,Marathahalli,1215.0,2.0,58.86,2
4072,Marathahalli,1102.0,2.0,53.67,2
4073,Marathahalli,1900.0,3.0,123.0,3
4074,Marathahalli,1045.0,2.0,60.0,2
4075,Marathahalli,1215.0,2.0,58.86,2
4076,Marathahalli,1365.0,2.0,73.0,2
4077,Marathahalli,1208.0,2.0,70.0,2
4078,Marathahalli,1325.0,1.0,92.0,2
4079,Marathahalli,1525.0,3.0,90.0,3
4080,Marathahalli,1937.0,3.0,140.0,3
4081,Marathahalli,1550.0,3.0,83.0,3
4082,Marathahalli,1350.0,2.0,86.0,2
4083,Marathahalli,957.0,2.0,47.0,2
4084,Marathahalli,1230.0,2.0,57.0,2
4085,Marathahalli,1200.0,2.0,58.0,2
4086,Marathahalli,607.0,1.0,35.0,1
4087,Marathahalli,1583.0,3.0,109.0,3
4088,Marathahalli,1075.0,2.0,52.43,2
4089,Marathahalli,1360.0,2.0,103.0,2
4090,Marathahalli,1220.0,2.0,58.5,2
4091,Marathahalli,950.0,2.0,45.68,2
4092,Marathahalli,615.0,1.0,44.0,1
4093,Marathahalli,1595.0,3.0,90.0,3
4094,Marathahalli,1350.0,2.0,89.0,2
4095,Marathahalli,1020.0,2.0,57.0,2
4096,Marathahalli,1600.0,3.0,88.0,2
4097,Marathahalli,780.0,1.0,55.0,1
4098,Marathahalli,1710.0,3.0,100.0,3
4099,Marathahalli,1358.0,2.0,81.0,2
4100,Marathahalli,1205.0,2.0,75.0,2
4101,Marathahalli,1730.0,3.0,110.0,3
4102,Marathahalli,1583.0,3.0,115.0,3
4103,Marathahalli,1200.0,2.0,67.0,2
4104,Marathahalli,1095.0,2.0,60.0,2
4105,Marathahalli,1060.0,2.0,48.0,2
4106,Marathahalli,1050.0,2.0,65.0,2
4107,Marathahalli,1102.0,2.0,53.67,2
4108,Marathahalli,1026.0,2.0,49.95,2
4109,Marathahalli,1220.0,2.0,59.0,2
4110,Marathahalli,881.0,2.0,48.06,2
4111,Marathahalli,1710.0,3.0,100.0,3
4112,Marathahalli,1680.0,3.0,105.0,3
4113,Marathahalli,1910.0,3.0,119.0,3
4114,Marathahalli,1602.0,2.0,104.0,2
4115,Marathahalli,700.0,1.0,38.0,1
4116,Marathahalli,1469.0,3.0,89.0,3
4117,Marathahalli,1690.0,3.0,116.0,3
4118,Marathahalli,1065.0,2.0,55.0,2
4119,Marathahalli,1693.0,3.0,125.0,3
4120,Marathahalli,1693.0,3.0,125.0,3
4121,Marathahalli,1196.0,2.0,57.9,2
4122,Marathahalli,1595.0,3.0,88.0,3
4123,Marathahalli,2122.0,3.0,125.0,3
4124,Marathahalli,1730.0,3.0,115.0,3
4125,Marathahalli,1125.0,2.0,55.0,2
4126,Marathahalli,1950.0,3.0,115.0,3
4127,Marathahalli,1250.0,2.0,68.0,2
4128,Marathahalli,1125.0,2.0,56.8,2
4129,Marathahalli,1350.0,2.0,90.0,2
4130,Marathahalli,1200.0,2.0,53.0,2
4131,Marathahalli,2500.0,5.0,175.0,4
4132,Marathahalli,957.0,2.0,47.0,2
4133,Marathahalli,1350.0,2.0,60.0,2
4134,Marathahalli,3400.0,4.0,235.0,4
4135,Marathahalli,1350.0,2.0,99.0,2
4136,Marathahalli,1285.0,2.0,55.0,2
4137,Marathahalli,2500.0,5.0,181.0,4
4138,Marathahalli,3800.0,4.0,235.0,4
4139,Marathahalli,3951.0,4.0,230.0,4
4140,Marathahalli,1125.0,2.0,54.8,2
4141,Marathahalli,1700.0,3.0,126.0,3
4142,Marathahalli,1270.0,2.0,73.0,2
4143,Marathahalli,950.0,2.0,46.7,2
4144,Marathahalli,1550.0,3.0,85.0,3
4145,Marathahalli,1019.0,2.0,49.86,2
4146,Marathahalli,1144.0,2.0,65.0,2
4147,Marathahalli,1240.0,2.0,55.0,2
4148,Marathahalli,1100.0,2.0,75.0,1
4149,Marathahalli,1156.0,2.0,52.0,2
4150,Marathahalli,2524.0,5.0,180.0,4
4151,Marathahalli,1135.0,2.0,60.0,2
4152,Marathahalli,1839.0,3.0,130.0,3
4153,Marathahalli,1170.0,2.0,85.0,2
4154,Marathahalli,1102.0,2.0,53.67,2
4155,Marathahalli,1108.0,2.0,60.0,3
4156,Marathahalli,1449.0,3.0,110.0,3
4157,Marathahalli,1360.0,2.0,101.0,2
4158,Marathahalli,1026.0,2.0,50.18,2
4159,Marathahalli,1270.0,2.0,80.0,2
4160,Marathahalli,1100.0,2.0,50.0,2
4161,Marathahalli,1196.0,2.0,57.95,2
4162,Marathahalli,1485.0,2.0,90.0,3
4163,Marathahalli,1146.0,2.0,69.0,2
4164,Margondanahalli,1090.0,2.0,58.0,2
4165,Margondanahalli,1200.0,2.0,58.5,2
4166,Margondanahalli,1200.0,2.0,67.0,2
4167,Margondanahalli,1000.0,2.0,57.0,2
4168,Margondanahalli,600.0,2.0,35.0,2
4169,Margondanahalli,1200.0,2.0,69.0,2
4170,Margondanahalli,900.0,2.0,49.0,2
4171,Margondanahalli,1140.0,2.0,60.0,2
4172,Margondanahalli,1100.0,2.0,55.0,2
4173,Margondanahalli,1152.0,1.0,66.0,2
4174,Margondanahalli,1200.0,2.0,65.0,2
4175,Margondanahalli,1050.0,2.0,58.0,2
4176,Margondanahalli,1160.0,2.0,65.0,2
4177,Margondanahalli,1334.0,2.0,67.76,2
4178,Marsur,1800.0,4.0,145.0,4
4179,Marsur,1200.0,3.0,90.0,3
4180,Marsur,1200.0,3.0,120.0,3
4181,Mico Layout,5000.0,9.0,210.0,9
4182,Mico Layout,1550.0,2.0,65.0,3
4183,Mico Layout,1125.0,2.0,40.0,2
4184,Mico Layout,1190.0,2.0,39.25,2
4185,Mico Layout,800.0,1.0,29.5,1
4186,Mico Layout,1250.0,2.0,44.0,3
4187,Mico Layout,1171.0,2.0,39.0,2
4188,Mico Layout,1200.0,2.0,53.5,2
4189,Mico Layout,1670.0,3.0,59.0,3
4190,Mico Layout,1140.0,2.0,43.0,2
4191,Munnekollal,1170.0,2.0,52.0,2
4192,Munnekollal,1102.0,2.0,53.67,2
4193,Munnekollal,1390.0,3.0,68.0,3
4194,Munnekollal,1200.0,2.0,49.5,2
4195,Munnekollal,950.0,2.0,46.5,2
4196,Munnekollal,1560.0,3.0,75.0,3
4197,Munnekollal,1750.0,3.0,86.5,3
4198,Munnekollal,1385.0,2.0,66.5,3
4199,Munnekollal,1080.0,2.0,45.0,2
4200,Munnekollal,1170.0,2.0,59.0,2
4201,Munnekollal,1200.0,2.0,57.9,3
4202,Munnekollal,1030.0,2.0,50.36,2
4203,Murugeshpalya,1296.0,2.0,81.0,2
4204,Murugeshpalya,1550.0,3.0,74.0,3
4205,Murugeshpalya,1845.0,3.0,91.0,3
4206,Murugeshpalya,1185.0,2.0,85.0,2
4207,Murugeshpalya,1225.0,2.0,48.0,2
4208,Murugeshpalya,1930.0,3.0,75.0,3
4209,Murugeshpalya,1600.0,2.0,65.0,3
4210,Murugeshpalya,1344.0,2.0,56.0,3
4211,Murugeshpalya,1500.0,2.0,70.0,3
4212,Murugeshpalya,1855.0,3.0,96.0,3
4213,Murugeshpalya,1175.0,2.0,75.0,2
4214,Mysore Road,1175.0,2.0,73.5,2
4215,Mysore Road,1710.0,4.0,91.31,3
4216,Mysore Road,1020.0,2.0,48.95,2
4217,Mysore Road,1175.0,2.0,73.5,2
4218,Mysore Road,1070.0,2.0,45.0,2
4219,Mysore Road,1239.0,2.0,53.0,2
4220,Mysore Road,1060.0,2.0,62.0,2
4221,Mysore Road,980.0,2.0,45.47,2
4222,Mysore Road,883.0,2.0,40.0,2
4223,Mysore Road,1525.0,3.0,96.0,3
4224,Mysore Road,1200.0,2.0,65.0,2
4225,Mysore Road,883.0,2.0,40.95,2
4226,Mysore Road,1070.0,2.0,49.65,2
4227,Mysore Road,883.0,2.0,50.0,2
4228,Mysore Road,1155.0,2.0,51.0,2
4229,Mysore Road,1003.0,2.0,43.0,2
4230,Mysore Road,1237.0,2.0,73.0,2
4231,Mysore Road,883.0,2.0,45.0,2
4232,Mysore Road,1170.0,2.0,65.0,2
4233,Mysore Road,1029.5,2.0,50.855,2
4234,Mysore Road,940.0,2.0,43.61,2
4235,Mysore Road,1020.0,2.0,48.95,2
4236,Mysore Road,1568.0,2.0,100.0,3
4237,Mysore Road,1560.0,2.0,83.3,3
4238,Mysore Road,1175.0,2.0,70.5,2
4239,Mysore Road,1080.0,2.0,60.0,3
4240,Mysore Road,883.0,2.0,37.0,2
4241,NGR Layout,1020.0,2.0,45.9,2
4242,NGR Layout,1105.0,2.0,49.73,2
4243,NGR Layout,1022.0,2.0,45.9,2
4244,NGR Layout,1020.0,2.0,45.0,2
4245,NGR Layout,1019.0,2.0,45.9,2
4246,NGR Layout,1020.0,2.0,46.0,2
4247,NGR Layout,1021.0,2.0,46.0,2
4248,NGR Layout,1021.0,2.0,45.9,2
4249,NRI Layout,1565.0,2.0,75.0,3
4250,NRI Layout,2500.0,5.0,130.0,5
4251,NRI Layout,1125.0,2.0,45.56,2
4252,NRI Layout,2150.0,4.0,115.0,4
4253,NRI Layout,1250.0,2.0,75.0,2
4254,NRI Layout,1789.0,3.0,75.0,3
4255,NRI Layout,1731.0,3.0,64.11,3
4256,NRI Layout,2400.0,2.0,125.0,2
4257,Nagarbhavi,1350.0,3.0,150.0,3
4258,Nagarbhavi,1200.0,2.0,150.0,2
4259,Nagarbhavi,2400.0,3.0,160.0,3
4260,Nagarbhavi,884.0,2.0,36.0,1
4261,Nagarbhavi,1055.0,2.0,55.0,2
4262,Nagarbhavi,1223.0,2.0,60.0,2
4263,Nagarbhavi,956.0,2.0,49.0,2
4264,Nagarbhavi,1200.0,2.0,150.0,2
4265,Nagarbhavi,1145.0,2.0,40.0,2
4266,Nagarbhavi,300.0,1.0,20.0,1
4267,Nagarbhavi,1250.0,3.0,175.0,4
4268,Nagarbhavi,710.0,2.0,40.0,1
4269,Nagarbhavi,1212.0,2.0,50.0,2
